Gene.name	Gene.stable.ID	HGNC.ID	NCBI.gene.ID	UniProtKB.Swiss.Prot.ID	MIM.gene.accession
SLC35C1	ENSG00000181830	HGNC:20197	55343	Q96A29	605881
SLC35C2	ENSG00000080189	HGNC:17117	51006	Q9NQQ7	NA
SLC35D1	ENSG00000116704	HGNC:20800	23169	Q9NTN3	610804
SLC35D2	ENSG00000130958	HGNC:20799	11046	Q76EJ3	609182
SLC35D3	ENSG00000182747	HGNC:15621	340146	Q5M8T2	612519
SLC35E1	ENSG00000127526	HGNC:20803	79939	Q96K37	NA
SLC35E2	ENSG00000215790	HGNC:20863	9906	P0CK97	NA
SLC35E2B	ENSG00000189339	HGNC:33941	728661	P0CK96	NA
SLC35E3	ENSG00000175782	HGNC:20864	55508	Q7Z769	NA
SLC35E4	ENSG00000100036	HGNC:17058	339665	Q6ICL7	NA
SLC35F1	ENSG00000196376	HGNC:21483	222553	Q5T1Q4	NA
SLC35F2	ENSG00000110660	HGNC:23615	54733	Q8IXU6	NA
SLC35F3	ENSG00000183780	HGNC:23616	148641	Q8IY50	NA
SLC35F4	ENSG00000151812	HGNC:19845	341880	A4IF30	NA
SLC35F5	ENSG00000115084	HGNC:23617	80255	Q8WV83	NA
SLC35F6	ENSG00000213699	HGNC:26055	54978	Q8N357	NA
SLC35G1	ENSG00000176273	HGNC:26607	159371	Q2M3R5	617167
SLC35G2	ENSG00000168917	HGNC:28480	80723	Q8TBE7	617812
SLC35G3	ENSG00000164729	HGNC:26848	146861	Q8N808	NA
SLC35G4	ENSG00000236396	HGNC:31043	646000	P0C7Q5	NA
SLC35G5	ENSG00000177710	HGNC:15546	83650	Q96KT7	615199
SLC35G6	ENSG00000259224	HGNC:31351	643664	P0C7Q6	NA
SLC36A1	ENSG00000123643	HGNC:18761	206358	Q7Z2H8	606561
SLC36A2	ENSG00000186335	HGNC:18762	153201	Q495M3	608331
SLC36A3	ENSG00000186334	HGNC:19659	285641	Q495N2	608332
SLC36A4	ENSG00000180773	HGNC:19660	120103	Q6YBV0	613760
SLC37A1	ENSG00000160190	HGNC:11024	54020	P57057	608094
SLC37A2	ENSG00000134955	HGNC:20644	219855	Q8TED4	NA
SLC37A3	ENSG00000157800	HGNC:20651	84255	Q8NCC5	NA
SLC37A4	ENSG00000137700	HGNC:4061	2542	O43826	602671
SLC38A1	ENSG00000111371	HGNC:13447	81539	Q9H2H9	608490
SLC38A10	ENSG00000157637	HGNC:28237	124565	Q9HBR0	616525
SLC38A11	ENSG00000169507	HGNC:26836	151258	Q08AI6	616526
SLC38A2	ENSG00000134294	HGNC:13448	54407	Q96QD8	605180
SLC38A3	ENSG00000188338	HGNC:18044	10991	Q99624	604437
SLC38A4	ENSG00000139209	HGNC:14679	55089	Q969I6	608065
SLC38A5	ENSG00000017483	HGNC:18070	92745	Q8WUX1	300649
SLC38A6	ENSG00000139974	HGNC:19863	145389	Q8IZM9	616518
SLC38A7	ENSG00000103042	HGNC:25582	55238	Q9NVC3	614236
SLC38A8	ENSG00000166558	HGNC:32434	146167	A6NNN8	615585
SLC38A9	ENSG00000177058	HGNC:26907	153129	Q8NBW4	616203
SLC39A1	ENSG00000143570	HGNC:12876	27173	Q9NY26	604740
SLC39A10	ENSG00000196950	HGNC:20861	57181	Q9ULF5	608733
SLC39A11	ENSG00000133195	HGNC:14463	201266	Q8N1S5	616508
SLC39A12	ENSG00000148482	HGNC:20860	221074	Q504Y0	608734
SLC39A13	ENSG00000165915	HGNC:20859	91252	Q96H72	608735
SLC39A14	ENSG00000104635	HGNC:20858	23516	Q15043	608736
SLC39A2	ENSG00000165794	HGNC:17127	29986	Q9NP94	612166
SLC39A3	ENSG00000141873	HGNC:17128	29985	Q9BRY0	612168
SLC39A4	ENSG00000147804	HGNC:17129	55630	Q6P5W5	607059
SLC39A5	ENSG00000139540	HGNC:20502	283375	Q6ZMH5	608730
SLC39A6	ENSG00000141424	HGNC:18607	25800	Q13433	608731
SLC39A7	ENSG00000112473	HGNC:4927	7922	Q92504	601416
SLC39A8	ENSG00000138821	HGNC:20862	64116	Q9C0K1	608732
SLC39A9	ENSG00000029364	HGNC:20182	55334	Q9NUM3	NA
SLC3A1	ENSG00000138079	HGNC:11025	6519	Q07837	104614
SLC3A2	ENSG00000168003	HGNC:11026	6520	P08195	158070
SLC40A1	ENSG00000138449	HGNC:10909	30061	Q9NP59	604653
SLC41A1	ENSG00000133065	HGNC:19429	254428	Q8IVJ1	610801
SLC41A2	ENSG00000136052	HGNC:31045	84102	Q96JW4	610802
SLC41A3	ENSG00000114544	HGNC:31046	54946	Q96GZ6	610803
SLC43A1	ENSG00000149150	HGNC:9225	8501	O75387	603733
SLC43A2	ENSG00000278550	HGNC:23087	124935	Q8N370	610791
SLC43A3	ENSG00000134802	HGNC:17466	29015	Q8NBI5	NA
SLC44A1	ENSG00000070214	HGNC:18798	23446	Q8WWI5	606105
SLC44A2	ENSG00000129353	HGNC:17292	57153	Q8IWA5	606106
SLC44A3	ENSG00000143036	HGNC:28689	126969	Q8N4M1	NA
SLC44A4	ENSG00000229077	HGNC:13941	80736	Q53GD3	606107
SLC44A5	ENSG00000137968	HGNC:28524	204962	Q8NCS7	NA
SLC45A1	ENSG00000162426	HGNC:17939	50651	Q9Y2W3	605763
SLC45A2	ENSG00000281919	HGNC:16472	51151	Q9UMX9	606202
SLC45A3	ENSG00000158715	HGNC:8642	85414	Q96JT2	605097
SLC45A4	ENSG00000022567	HGNC:29196	57210	Q5BKX6	NA
SLC46A1	ENSG00000076351	HGNC:30521	113235	Q96NT5	611672
SLC46A2	ENSG00000119457	HGNC:16055	57864	Q9BY10	608956
SLC46A3	ENSG00000139508	HGNC:27501	283537	Q7Z3Q1	616764
SLC47A1	ENSG00000142494	HGNC:25588	55244	Q96FL8	609832
SLC47A2	ENSG00000180638	HGNC:26439	146802	Q86VL8	609833
SLC48A1	ENSG00000211584	HGNC:26035	55652	Q6P1K1	612187
SLC49A3	ENSG00000169026	HGNC:26177	84179	Q6UXD7	NA
SLC4A1	ENSG00000004939	HGNC:11027	6521	P02730	109270
SLC4A10	ENSG00000144290	HGNC:13811	57282	Q6U841	605556
SLC4A11	ENSG00000088836	HGNC:16438	83959	Q8NBS3	610206
SLC4A1AP	ENSG00000163798	HGNC:13813	22950	Q9BWU0	602655
SLC4A2	ENSG00000164889	HGNC:11028	6522	P04920	109280
SLC4A3	ENSG00000114923	HGNC:11029	6508	P48751	106195
SLC4A4	ENSG00000080493	HGNC:11030	8671	Q9Y6R1	603345
SLC4A5	ENSG00000188687	HGNC:18168	57835	Q9BY07	606757
SLC4A7	ENSG00000033867	HGNC:11033	9497	Q9Y6M7	603353
SLC4A8	ENSG00000050438	HGNC:11034	9498	Q2Y0W8	605024
SLC4A9	ENSG00000113073	HGNC:11035	83697	Q96Q91	610207
SLC50A1	ENSG00000169241	HGNC:30657	55974	Q9BRV3	613683
SLC51A	ENSG00000163959	HGNC:29955	200931	Q86UW1	612084
SLC51B	ENSG00000186198	HGNC:29956	123264	Q86UW2	612085
SLC52A1	ENSG00000132517	HGNC:30225	55065	Q9NWF4	607883
SLC52A2	ENSG00000185803	HGNC:30224	79581	Q9HAB3	607882
SLC52A3	ENSG00000101276	HGNC:16187	113278	Q9NQ40	613350
SLC5A1	ENSG00000100170	HGNC:11036	6523	P13866	182380
SLC5A10	ENSG00000154025	HGNC:23155	125206	A0PJK1	NA
SLC5A11	ENSG00000158865	HGNC:23091	115584	Q8WWX8	610238
SLC5A12	ENSG00000148942	HGNC:28750	159963	Q1EHB4	612455
SLC5A2	ENSG00000140675	HGNC:11037	6524	P31639	182381
SLC5A3	ENSG00000198743	HGNC:11038	6526	P53794	600444
SLC5A4	ENSG00000100191	HGNC:11039	6527	Q9NY91	NA
SLC5A5	ENSG00000105641	HGNC:11040	6528	Q92911	601843
SLC5A6	ENSG00000138074	HGNC:11041	8884	Q9Y289	604024
SLC5A7	ENSG00000115665	HGNC:14025	60482	Q9GZV3	608761
SLC5A8	ENSG00000262217	HGNC:19119	160728	Q8N695	608044
SLC5A9	ENSG00000117834	HGNC:22146	200010	Q2M3M2	NA
SLC6A1	ENSG00000157103	HGNC:11042	6529	P30531	137165
SLC6A11	ENSG00000132164	HGNC:11044	6538	P48066	607952
SLC6A12	ENSG00000111181	HGNC:11045	6539	P48065	603080
SLC6A13	ENSG00000010379	HGNC:11046	6540	Q9NSD5	615097
SLC6A14	ENSG00000268104	HGNC:11047	11254	Q9UN76	300444
SLC6A15	ENSG00000072041	HGNC:13621	55117	Q9H2J7	607971
SLC6A16	ENSG00000063127	HGNC:13622	28968	Q9GZN6	607972
SLC6A17	ENSG00000197106	HGNC:31399	388662	Q9H1V8	610299
SLC6A18	ENSG00000164363	HGNC:26441	348932	Q96N87	610300
SLC6A19	ENSG00000174358	HGNC:27960	340024	Q695T7	608893
SLC6A2	ENSG00000103546	HGNC:11048	6530	P23975	163970
SLC6A20	ENSG00000163817	HGNC:30927	54716	Q9NP91	605616
SLC6A3	ENSG00000276996	HGNC:11049	6531	Q01959	126455
SLC6A4	ENSG00000108576	HGNC:11050	6532	P31645	182138
SLC6A5	ENSG00000165970	HGNC:11051	NA	Q9Y345	NA
SLC6A6	ENSG00000131389	HGNC:11052	6533	P31641	186854
SLC6A7	ENSG00000011083	HGNC:11054	6534	Q99884	606205
SLC6A8	ENSG00000130821	HGNC:11055	6535	P48029	300036
SLC6A9	ENSG00000196517	HGNC:11056	6536	P48067	601019
SLC7A1	ENSG00000139514	HGNC:11057	6541	P30825	104615
SLC7A10	ENSG00000130876	HGNC:11058	56301	Q9NS82	607959
SLC7A11	ENSG00000151012	HGNC:11059	23657	Q9UPY5	607933
SLC7A13	ENSG00000164893	HGNC:23092	157724	Q8TCU3	617256
SLC7A14	ENSG00000013293	HGNC:29326	57709	Q8TBB6	615720
SLC7A2	ENSG00000003989	HGNC:11060	6542	P52569	601872
SLC7A3	ENSG00000165349	HGNC:11061	84889	Q8WY07	300443
SLC7A4	ENSG00000099960	HGNC:11062	6545	O43246	603752
SLC7A5	ENSG00000103257	HGNC:11063	8140	Q01650	600182
SLC7A6	ENSG00000103064	HGNC:11064	9057	Q92536	605641
SLC7A6OS	ENSG00000103061	HGNC:25807	84138	Q96CW6	NA
SLC7A7	ENSG00000155465	HGNC:11065	9056	Q9UM01	603593
SLC7A8	ENSG00000092068	HGNC:11066	23428	Q9UHI5	604235
SLC7A9	ENSG00000021488	HGNC:11067	11136	P82251	604144
SLC8A1	ENSG00000183023	HGNC:11068	6546	P32418	182305
SLC8A2	ENSG00000118160	HGNC:11069	6543	Q9UPR5	601901
SLC8A3	ENSG00000100678	HGNC:11070	6547	P57103	607991
SLC8B1	ENSG00000089060	HGNC:26175	80024	Q6J4K2	609841
SLC9A1	ENSG00000090020	HGNC:11071	6548	P19634	107310
SLC9A2	ENSG00000115616	HGNC:11072	6549	Q9UBY0	600530
SLC9A3	ENSG00000281861	HGNC:11073	6550	P48764	182307
SLC9A3R1	ENSG00000109062	HGNC:11075	9368	O14745	604990
SLC9A3R2	ENSG00000065054	HGNC:11076	9351	Q15599	606553
SLC9A4	ENSG00000180251	HGNC:11077	389015	Q6AI14	600531
SLC9A5	ENSG00000135740	HGNC:11078	6553	Q14940	600477
SLC9A6	ENSG00000198689	HGNC:11079	10479	Q92581	300231
SLC9A7	ENSG00000065923	HGNC:17123	84679	Q96T83	300368
SLC9A8	ENSG00000197818	HGNC:20728	23315	Q9Y2E8	612730
SLC9A9	ENSG00000181804	HGNC:20653	285195	Q8IVB4	608396
SLC9B1	ENSG00000164037	HGNC:24244	150159	Q4ZJI4	611527
SLC9B2	ENSG00000164038	HGNC:25143	133308	Q86UD5	611789
SLC9C1	ENSG00000172139	HGNC:31401	285335	Q4G0N8	612738
SLC9C2	ENSG00000162753	HGNC:28664	284525	Q5TAH2	NA
SLCO1A2	ENSG00000084453	HGNC:10956	6579	P46721	602883
SLCO1B1	ENSG00000134538	HGNC:10959	10599	Q9Y6L6	604843
SLCO1B3	ENSG00000111700	HGNC:10961	28234	Q9NPD5	605495
SLCO1B7	ENSG00000205754	HGNC:32934	338821	G3V0H7	NA
SLCO1C1	ENSG00000139155	HGNC:13819	53919	Q9NYB5	613389
SLCO2A1	ENSG00000174640	HGNC:10955	6578	Q92959	601460
SLCO2B1	ENSG00000137491	HGNC:10962	11309	O94956	604988
SLCO3A1	ENSG00000176463	HGNC:10952	28232	Q9UIG8	612435
SLCO4A1	ENSG00000101187	HGNC:10953	28231	Q96BD0	612436
SLCO4C1	ENSG00000173930	HGNC:23612	353189	Q6ZQN7	609013
SLCO5A1	ENSG00000137571	HGNC:19046	81796	Q9H2Y9	613543
SLCO6A1	ENSG00000205359	HGNC:23613	133482	Q86UG4	613365
SLF1	ENSG00000133302	HGNC:25408	84250	Q9BQI6	NA
SLF2	ENSG00000119906	HGNC:17814	55719	Q8IX21	610348
SLFN11	ENSG00000172716	HGNC:26633	91607	Q7Z7L1	614953
SLFN12	ENSG00000172123	HGNC:25500	55106	Q8IYM2	614955
SLFN12L	ENSG00000205045	HGNC:33920	100506736	Q6IEE8	614956
SLFN13	ENSG00000154760	HGNC:26481	146857	Q68D06	614957
SLFN14	ENSG00000236320	HGNC:32689	342618	P0C7P3	614958
SLFN5	ENSG00000166750	HGNC:28286	162394	Q08AF3	614952
SLFNL1	ENSG00000171790	HGNC:26313	200172	Q499Z3	NA
SLIRP	ENSG00000119705	HGNC:20495	81892	Q9GZT3	610211
SLIT1	ENSG00000187122	HGNC:11085	6585	O75093	603742
SLIT2	ENSG00000145147	HGNC:11086	9353	O94813	603746
SLIT3	ENSG00000184347	HGNC:11087	6586	O75094	603745
SLITRK1	ENSG00000178235	HGNC:20297	114798	Q96PX8	609678
SLITRK2	ENSG00000185985	HGNC:13449	84631	Q9H156	300561
SLITRK3	ENSG00000121871	HGNC:23501	22865	O94933	609679
SLITRK4	ENSG00000179542	HGNC:23502	139065	Q8IW52	300562
SLITRK5	ENSG00000165300	HGNC:20295	26050	O94991	609680
SLITRK6	ENSG00000184564	HGNC:23503	84189	Q9H5Y7	609681
SLK	ENSG00000065613	HGNC:11088	9748	Q9H2G2	616563
SLMAP	ENSG00000163681	HGNC:16643	7871	Q14BN4	602701
SLN	ENSG00000170290	HGNC:11089	6588	O00631	602203
SLPI	ENSG00000124107	HGNC:11092	6590	P03973	107285
SLTM	ENSG00000137776	HGNC:20709	79811	Q9NWH9	NA
SLU7	ENSG00000164609	HGNC:16939	10569	O95391	605974
SLURP1	ENSG00000126233	HGNC:18746	57152	P55000	606119
SLURP2	ENSG00000283992	HGNC:25549	432355	P0DP57	NA
SLX1A	ENSG00000132207	HGNC:20922	548593	Q9BQ83	615822
SLX1B	ENSG00000181625	HGNC:28748	79008	Q9BQ83	615823
SLX4	ENSG00000188827	HGNC:23845	84464	Q8IY92	613278
SLX4IP	ENSG00000149346	HGNC:16225	128710	Q5VYV7	615958
SMAD1	ENSG00000170365	HGNC:6767	4086	Q15797	601595
SMAD2	ENSG00000175387	HGNC:6768	4087	Q15796	601366
SMAD3	ENSG00000166949	HGNC:6769	4088	P84022	603109
SMAD4	ENSG00000141646	HGNC:6770	4089	Q13485	600993
SMAD5	ENSG00000113658	HGNC:6771	4090	Q99717	603110
SMAD6	ENSG00000137834	HGNC:6772	4091	O43541	602931
SMAD7	ENSG00000101665	HGNC:6773	4092	O15105	602932
SMAD9	ENSG00000120693	HGNC:6774	4093	O15198	603295
SMAGP	ENSG00000170545	HGNC:26918	57228	Q0VAQ4	NA
SMAP1	ENSG00000112305	HGNC:19651	60682	Q8IYB5	611372
SMAP2	ENSG00000084070	HGNC:25082	64744	Q8WU79	616916
SMARCA1	ENSG00000102038	HGNC:11097	6594	P28370	300012
SMARCA2	ENSG00000080503	HGNC:11098	6595	P51531	600014
SMARCA4	ENSG00000127616	HGNC:11100	6597	P51532	603254
SMARCA5	ENSG00000153147	HGNC:11101	8467	O60264	603375
SMARCAD1	ENSG00000163104	HGNC:18398	56916	Q9H4L7	612761
SMARCAL1	ENSG00000138375	HGNC:11102	50485	Q9NZC9	606622
SMARCB1	ENSG00000099956	HGNC:11103	6598	Q12824	601607
SMARCC1	ENSG00000173473	HGNC:11104	6599	Q92922	601732
SMARCC2	ENSG00000139613	HGNC:11105	6601	Q8TAQ2	601734
SMARCD1	ENSG00000066117	HGNC:11106	6602	Q96GM5	601735
SMARCD2	ENSG00000108604	HGNC:11107	6603	Q92925	601736
SMARCD3	ENSG00000082014	HGNC:11108	6604	Q6STE5	601737
SMARCE1	ENSG00000073584	HGNC:11109	6605	Q969G3	603111
SMC1A	ENSG00000072501	HGNC:11111	8243	Q14683	300040
SMC1B	ENSG00000077935	HGNC:11112	27127	Q8NDV3	608685
SMC2	ENSG00000136824	HGNC:14011	10592	O95347	605576
SMC3	ENSG00000108055	HGNC:2468	9126	Q9UQE7	606062
SMC4	ENSG00000113810	HGNC:14013	10051	Q9NTJ3	605575
SMC5	ENSG00000198887	HGNC:20465	23137	Q8IY18	609386
SMC6	ENSG00000163029	HGNC:20466	79677	Q96SB8	609387
SMCHD1	ENSG00000101596	HGNC:29090	23347	A6NHR9	614982
SMCO1	ENSG00000214097	HGNC:27407	255798	Q147U7	NA
SMCO2	ENSG00000165935	HGNC:34448	341346	A6NFE2	NA
SMCO3	ENSG00000179256	HGNC:34401	440087	A2RU48	NA
SMCO4	ENSG00000166002	HGNC:24810	56935	Q9NRQ5	609477
SMCP	ENSG00000163206	HGNC:6962	4184	P49901	601148
SMCR8	ENSG00000176994	HGNC:17921	140775	Q8TEV9	617074
SMDT1	ENSG00000272901	HGNC:25055	91689	Q9H4I9	615588
SMG1	ENSG00000157106	HGNC:30045	23049	Q96Q15	607032
SMG5	ENSG00000198952	HGNC:24644	23381	Q9UPR3	610962
SMG6	ENSG00000070366	HGNC:17809	23293	Q86US8	610963
SMG7	ENSG00000116698	HGNC:16792	9887	Q92540	610964
SMG8	ENSG00000167447	HGNC:25551	55181	Q8ND04	613175
SMG9	ENSG00000105771	HGNC:25763	56006	Q9H0W8	613176
SMIM1	ENSG00000235169	HGNC:44204	388588	B2RUZ4	615242
SMIM10	ENSG00000184785	HGNC:41913	644538	Q96HG1	NA
SMIM10L1	ENSG00000256537	HGNC:49847	100129361	NA	NA
SMIM10L2A	ENSG00000178947	HGNC:34499	399668	P0DMW4	NA
SMIM10L2B	ENSG00000196972	HGNC:34500	644596	P0DMW5	NA
SMIM11A	ENSG00000205670	HGNC:1293	54065	P58511	NA
SMIM11B	ENSG00000273590	HGNC:51846	102723553	Q8TCY0	NA
SMIM12	ENSG00000163866	HGNC:25154	113444	Q96EX1	NA
SMIM13	ENSG00000224531	HGNC:27356	221710	P0DJ93	NA
SMIM14	ENSG00000163683	HGNC:27321	201895	Q96QK8	NA
SMIM15	ENSG00000188725	HGNC:33861	643155	Q7Z3B0	NA
SMIM17	ENSG00000268182	HGNC:27114	147670	P0DL12	NA
SMIM18	ENSG00000253457	HGNC:42973	100507341	P0DKX4	NA
SMIM19	ENSG00000176209	HGNC:25166	114926	Q96E16	NA
SMIM2	ENSG00000139656	HGNC:28776	79024	Q9BVW6	NA
SMIM20	ENSG00000250317	HGNC:37260	389203	Q8N5G0	617465
SMIM21	ENSG00000206026	HGNC:27598	284274	Q3B7S5	NA
SMIM22	ENSG00000267795	HGNC:48329	440335	K7EJ46	NA
SMIM23	ENSG00000185662	HGNC:34440	644994	A6NLE4	NA
SMIM24	ENSG00000095932	HGNC:37244	284422	O75264	NA
SMIM26	ENSG00000232388	HGNC:43430	388789	A0A096LP01	NA
SMIM27	ENSG00000235453	HGNC:31420	100129250	NA	NA
SMIM28	ENSG00000262543	HGNC:53434	NA	A0A1B0GU29	NA
SMIM29	ENSG00000186577	HGNC:1340	221491	Q86T20	611419
SMIM3	ENSG00000256235	HGNC:30248	85027	Q9BZL3	608324
SMIM30	ENSG00000214194	HGNC:48953	401397	A4D0T7	NA
SMIM31	ENSG00000248771	HGNC:49638	100505989	NA	NA
SMIM32	ENSG00000271824	HGNC:53640	389332	NA	NA
SMIM33	ENSG00000283288	HGNC:53645	NA	NA	NA
SMIM34A	ENSG00000243627	HGNC:39601	388820	A8MWV9	NA
SMIM34B	ENSG00000278961	HGNC:53650	388820	A8MWV9	NA
SMIM35	ENSG00000255274	HGNC:44179	NA	NA	NA
SMIM36	ENSG00000261873	HGNC:53654	NA	NA	NA
SMIM37	ENSG00000175701	HGNC:27339	205251	Q8NCU8	NA
SMIM4	ENSG00000168273	HGNC:37257	440957	Q8WVI0	NA
SMIM5	ENSG00000204323	HGNC:40030	643008	Q71RC9	NA
SMIM6	ENSG00000259120	HGNC:40032	100130933	P0DI80	NA
SMIM7	ENSG00000214046	HGNC:28419	79086	Q9BQ49	NA
SMIM8	ENSG00000111850	HGNC:21401	57150	Q96KF7	NA
SMIM9	ENSG00000203870	HGNC:41915	100132963	A6NGZ8	NA
SMKR1	ENSG00000240204	HGNC:43561	100287482	H3BMG3	NA
SMLR1	ENSG00000256162	HGNC:44670	100507203	H3BR10	NA
SMN1	ENSG00000275349	HGNC:11117	6606	Q16637	600354
SMN2	ENSG00000273772	HGNC:11118	6606	Q16637	600354
SMNDC1	ENSG00000119953	HGNC:16900	10285	O75940	603519
SMO	ENSG00000128602	HGNC:11119	6608	Q99835	601500
SMOC1	ENSG00000198732	HGNC:20318	64093	Q9H4F8	608488
SMOC2	ENSG00000112562	HGNC:20323	64094	Q9H3U7	607223
SMOX	ENSG00000088826	HGNC:15862	54498	Q9NWM0	615854
SMPD1	ENSG00000166311	HGNC:11120	6609	P17405	607608
SMPD2	ENSG00000135587	HGNC:11121	6610	O60906	603498
SMPD3	ENSG00000103056	HGNC:14240	55512	Q9NY59	605777
SMPD4	ENSG00000136699	HGNC:32949	55627	Q9NXE4	610457
SMPDL3A	ENSG00000172594	HGNC:17389	10924	Q92484	610728
SMPDL3B	ENSG00000130768	HGNC:21416	27293	Q92485	617737
SMPX	ENSG00000091482	HGNC:11122	23676	Q9UHP9	300226
SMR3A	ENSG00000109208	HGNC:19216	26952	Q99954	NA
SMR3B	ENSG00000171201	HGNC:17326	10879	P02814	611593
SMS	ENSG00000102172	HGNC:11123	6611	P52788	300105
SMTN	ENSG00000183963	HGNC:11126	6525	P53814	602127
SMTNL1	ENSG00000214872	HGNC:32394	219537	A8MU46	613664
SMTNL2	ENSG00000188176	HGNC:24764	342527	Q2TAL5	NA
SMU1	ENSG00000122692	HGNC:18247	55234	Q2TAY7	617811
SMUG1	ENSG00000123415	HGNC:17148	23583	Q53HV7	607753
SMURF1	ENSG00000198742	HGNC:16807	57154	Q9HCE7	605568
SMURF2	ENSG00000108854	HGNC:16809	64750	Q9HAU4	605532
SMYD1	ENSG00000115593	HGNC:20986	150572	Q8NB12	606846
SMYD2	ENSG00000143499	HGNC:20982	56950	Q9NRG4	610663
SMYD3	ENSG00000185420	HGNC:15513	64754	Q9H7B4	608783
SMYD4	ENSG00000186532	HGNC:21067	114826	Q8IYR2	NA
SMYD5	ENSG00000135632	HGNC:16258	10322	Q6GMV2	NA
SNAI1	ENSG00000124216	HGNC:11128	6615	O95863	604238
SNAI2	ENSG00000019549	HGNC:11094	6591	O43623	602150
SNAI3	ENSG00000185669	HGNC:18411	333929	Q3KNW1	612741
SNAP23	ENSG00000092531	HGNC:11131	8773	O00161	602534
SNAP25	ENSG00000132639	HGNC:11132	6616	P60880	600322
SNAP29	ENSG00000099940	HGNC:11133	9342	O95721	604202
SNAP47	ENSG00000143740	HGNC:30669	116841	Q5SQN1	NA
SNAP91	ENSG00000065609	HGNC:14986	9892	O60641	607923
SNAPC1	ENSG00000023608	HGNC:11134	6617	Q16533	600591
SNAPC2	ENSG00000104976	HGNC:11135	6618	Q13487	605076
SNAPC3	ENSG00000164975	HGNC:11136	6619	Q92966	602348
SNAPC4	ENSG00000165684	HGNC:11137	6621	Q5SXM2	602777
SNAPC5	ENSG00000174446	HGNC:15484	10302	O75971	605979
SNAPIN	ENSG00000143553	HGNC:17145	23557	O95295	607007
SNCA	ENSG00000145335	HGNC:11138	6622	P37840	163890
SNCAIP	ENSG00000064692	HGNC:11139	9627	Q9Y6H5	603779
SNCB	ENSG00000074317	HGNC:11140	6620	Q16143	602569
SNCG	ENSG00000173267	HGNC:11141	6623	O76070	602998
SND1	ENSG00000197157	HGNC:30646	27044	Q7KZF4	602181
SNED1	ENSG00000162804	HGNC:24696	25992	Q8TER0	616634
SNF8	ENSG00000159210	HGNC:17028	11267	Q96H20	610904
SNIP1	ENSG00000163877	HGNC:30587	79753	Q8TAD8	608241
SNN	ENSG00000184602	HGNC:11149	8303	O75324	603032
SNORC	ENSG00000182600	HGNC:33763	389084	Q6UX34	NA
SNPH	ENSG00000101298	HGNC:15931	9751	O15079	604942
SNRK	ENSG00000163788	HGNC:30598	54861	Q9NRH2	612760
SNRNP200	ENSG00000144028	HGNC:30859	23020	O75643	601664
SNRNP25	ENSG00000161981	HGNC:14161	79622	Q9BV90	NA
SNRNP27	ENSG00000124380	HGNC:30240	11017	Q8WVK2	NA
SNRNP35	ENSG00000184209	HGNC:30852	11066	Q16560	NA
SNRNP40	ENSG00000060688	HGNC:30857	9410	Q96DI7	607797
SNRNP48	ENSG00000168566	HGNC:21368	154007	Q6IEG0	NA
SNRNP70	ENSG00000104852	HGNC:11150	6625	P08621	180740
SNRPA	ENSG00000077312	HGNC:11151	6626	P09012	182285
SNRPA1	ENSG00000131876	HGNC:11152	6627	P09661	603521
SNRPB	ENSG00000125835	HGNC:11153	6628	P14678	182282
SNRPB2	ENSG00000125870	HGNC:11155	6629	P08579	603520
SNRPC	ENSG00000124562	HGNC:11157	6631	P09234	603522
SNRPD1	ENSG00000167088	HGNC:11158	6632	P62314	601063
SNRPD2	ENSG00000125743	HGNC:11159	6633	P62316	601061
SNRPD3	ENSG00000100028	HGNC:11160	6634	P62318	601062
SNRPE	ENSG00000182004	HGNC:11161	6635	P62304	128260
SNRPF	ENSG00000139343	HGNC:11162	6636	P62306	603541
SNRPG	ENSG00000143977	HGNC:11163	6637	P62308	603542
SNRPN	ENSG00000128739	HGNC:11164	6638	P63162	182279
SNTA1	ENSG00000101400	HGNC:11167	6640	Q13424	601017
SNTB1	ENSG00000172164	HGNC:11168	6641	Q13884	600026
SNTB2	ENSG00000168807	HGNC:11169	6645	Q13425	600027
SNTG1	ENSG00000147481	HGNC:13740	54212	Q9NSN8	608714
SNTG2	ENSG00000281486	HGNC:13741	54221	Q9NY99	608715
SNTN	ENSG00000188817	HGNC:33706	132203	A6NMZ2	617832
SNU13	ENSG00000100138	HGNC:7819	4809	P55769	601304
SNUPN	ENSG00000169371	HGNC:14245	10073	O95149	607902
SNURF	ENSG00000273173	HGNC:11171	8926	Q9Y675	NA
SNW1	ENSG00000100603	HGNC:16696	22938	Q13573	603055
SNX1	ENSG00000028528	HGNC:11172	6642	Q13596	601272
SNX10	ENSG00000086300	HGNC:14974	29887	Q9Y5X0	614780
SNX11	ENSG00000002919	HGNC:14975	29916	Q9Y5W9	614906
SNX12	ENSG00000147164	HGNC:14976	29934	Q9UMY4	300883
SNX13	ENSG00000071189	HGNC:21335	23161	Q9Y5W8	606589
SNX14	ENSG00000135317	HGNC:14977	57231	Q9Y5W7	616105
SNX15	ENSG00000110025	HGNC:14978	29907	Q9NRS6	605964
SNX16	ENSG00000104497	HGNC:14980	64089	P57768	614903
SNX17	ENSG00000115234	HGNC:14979	9784	Q15036	605963
SNX18	ENSG00000178996	HGNC:19245	112574	Q96RF0	NA
SNX19	ENSG00000120451	HGNC:21532	399979	Q92543	NA
SNX2	ENSG00000205302	HGNC:11173	6643	O60749	605929
